,w,eid1,event2,eid2,signal,annotation ,Doc name,Doc ID,sentence,annotation
5965,strike,e12,proceedings,e9,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5966,traffic,e7,proceedings,e9,by,0,wsj_1011.tml,WSJ891026-0045,"The Atlanta-based airline, the third largest in the U.S., attributed the increase to higher passenger traffic, new international routes and reduced service by rival Eastern Airlines, which is in bankruptcy proceedings in the wake of a strike that began last spring.    ",
5967,posted,e15,ended,e14,from,0,wsj_1011.tml,WSJ891026-0045,"For the quarter ended Sept. 30, Delta posted net income of $133.1 million, or $2.53 a share, up from $100 million, or $2.03 a share, a year earlier.    ",
5968,benefited,e28,shares,e29,from,0,wsj_1011.tml,WSJ891026-0045,"Delta has benefited more than other carriers from the weakness of Eastern Airlines, which shares the Atlanta hub. ",
5969,benefited,e28,shares,e29,have,0,wsj_1011.tml,WSJ891026-0045,"Delta has benefited more than other carriers from the weakness of Eastern Airlines, which shares the Atlanta hub. ",
5970,get,e33,beginning,e31,get,0,wsj_1011.tml,WSJ891026-0045,"Although Eastern is back to about 80% of its pre-strike schedule now, the Texas Air Corp. subsidiary was only beginning to get back on its feet during the quarter.    ",
5971,get,e33,back,e72,get,0,wsj_1011.tml,WSJ891026-0045,"Although Eastern is back to about 80% of its pre-strike schedule now, the Texas Air Corp. subsidiary was only beginning to get back on its feet during the quarter.    ",
5972,beginning,e31,back,e72,get,0,wsj_1011.tml,WSJ891026-0045,"Although Eastern is back to about 80% of its pre-strike schedule now, the Texas Air Corp. subsidiary was only beginning to get back on its feet during the quarter.    ",
5973,reported,e34,jumped,e35,from,0,wsj_1011.tml,WSJ891026-0045,"Separately, America West Airlines, Phoenix, Ariz., reported third-quarter profit jumped 45% to $5.8 million, or 28 cents a share, from $4 million, or 24 cents a share, a year earlier. ",
5974,payment,e77,results,e36,from,0,wsj_1011.tml,WSJ891026-0045,"The latest results include a $2.6 million one-time payment from a ""foreign entity."" ",
5975,results,e44,gain,e82,from,0,wsj_1011.tml,WSJ891026-0045,Year-earlier results included an extraordinary gain of $1.6 million from a buy-back of convertible subordinated debentures.,
5976,results,e44,buy-back,e83,from,0,wsj_1011.tml,WSJ891026-0045,Year-earlier results included an extraordinary gain of $1.6 million from a buy-back of convertible subordinated debentures.,
5977,buy-back,e83,gain,e82,from,2,wsj_1011.tml,WSJ891026-0045,Year-earlier results included an extraordinary gain of $1.6 million from a buy-back of convertible subordinated debentures.,1.0
5978,salvo,e5,marking,e4,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5979,salvo,e5,wants,e1,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5980,salvo,e5,battle,e6,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5981,salvo,e5,control,e147,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5982,salvo,e5,buy,e3,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5983,marking,e4,wants,e1,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5984,marking,e4,battle,e6,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5985,marking,e4,control,e147,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5986,marking,e4,buy,e3,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5987,wants,e1,battle,e6,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5988,wants,e1,control,e147,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5989,wants,e1,buy,e3,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5990,battle,e6,control,e147,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5991,battle,e6,buy,e3,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5992,control,e147,buy,e3,as,0,wsj_0745.tml,WSJ891027-0150,"General Motors Corp. wants to buy as much as 15% of Jaguar PLC, marking its first salvo in a possible full-scale battle against Ford Motor Co. for control of the British car maker.    ",
5993,declaration,e22,prepared,e25,by,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
5994,declaration,e22,bid,e27,by,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
5995,declaration,e22,move,e154,by,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
5996,prepared,e25,bid,e27,by,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
5997,prepared,e25,move,e154,by,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
5998,bid,e27,move,e154,by,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
5999,declaration,e22,prepared,e25,move,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
6000,declaration,e22,bid,e27,move,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
6001,declaration,e22,move,e154,move,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
6002,prepared,e25,bid,e27,move,0,wsj_0745.tml,WSJ891027-0150,"The GM move follows Tuesday's declaration by Ford, which holds an unwelcome 12.45% stake in Jaguar, that it is prepared to bid for the entire company. ",
